restaurant_name,address,tags,lat,lon
OLD BAKU,"115 DITMAS AVENUE BROOKLYN NY, 11218",Eastern European,40.635586,-73.9778
PAZZA NOTTE,"1375 AVENUE OF THE AMERICAS MANHATTAN NY, 10019",Italian,40.763493,-73.977806
ANGELO'S PIZZERIA,"117 WEST   57 STREET MANHATTAN NY, 10019",Pizza,40.76459,-73.977806
BAP,"516A 3RD AVE MANHATTAN NY, 10016",Korean,40.746155,-73.97781
33,"33 LAFAYETTE AVE BROOKLYN NY, 11217",American,40.68687,-73.97782
RAMEN TAKUMI,"517 3 AVENUE MANHATTAN NY, 10016",Japanese,40.746128,-73.97782
GRAND CANYON DINER,"179 7TH AVE BROOKLYN NY, 11215",American,40.671383,-73.97783
BABYLON,"208 EAST   34 STREET MANHATTAN NY, 10016",Turkish,40.745598,-73.97783
FAMILY GARDEN,"111A DITMAS AVE BROOKLYN NY, 11218",Chinese,40.63558,-73.97784
"LE PARKER MERIDIEN (NORMA'S, BURGER JOINT)","118 WEST   57 STREET MANHATTAN NY, 10019",American,40.7646,-73.97787
PINO'S LA FORCHETTA,"181 7 AVENUE BROOKLYN NY, 11215",Pizza/Italian,40.671326,-73.977875
BuBo,"515 3 AVENUE MANHATTAN NY, 10016",American,40.746056,-73.977875
LA SIRENE UWS,"416 AMSTERDAM AVE MANHATTAN NY, 10024",French,40.78378,-73.977875
VINNY'S LUNCHBOX,"171 AVENUE U BROOKLYN NY, 11223",American,40.59647,-73.97789
MIRIAM,"79 5 AVENUE BROOKLYN NY, 11217",Mediterranean,40.680172,-73.977905
SHINBASHI JAPANESE RESTAURANT,"7 EAST 48 STREET MANHATTAN NY, 10017",Japanese,40.757202,-73.977905
BAREBURGER,"514 3 AVENUE MANHATTAN NY, 10016",Hamburgers,40.74602,-73.97791
THE ROOF,"120 WEST 57TH STREET MANHATTAN NY, 10019",American,40.76462,-73.97791
JOSHUA TREE,"513 3 AVENUE MANHATTAN NY, 10016",American,40.745987,-73.97792
MAKIMAKI,"1369 6TH AVE MANHATTAN NY, 10019",Japanese,40.763336,-73.97792
FAILTE,"531 2 AVENUE MANHATTAN NY, 10016",Irish,40.741955,-73.97793
BLACK ROCK CAFE,"51 WEST   52 STREET MANHATTAN NY, 10019",American,40.760483,-73.97793
SOUTHGATE RESTAURANT/JW MARRIOT ESSEX HOUSE,"160 CENTRAL PARK SOUTH MANHATTAN NY, 10019",American,40.766384,-73.97793
AMORINO,"414 AMSTERDAM AVE MANHATTAN NY, 10024","Ice Cream, Gelato, Yogurt, Ices",40.783707,-73.97793
GABBY'S COFFEE SHOP,"101 DITMAS AVENUE BROOKLYN NY, 11218",Spanish,40.63557,-73.977936
TOASTIES,"6 EAST   48 STREET MANHATTAN NY, 10017",American,40.757202,-73.977936
KINGSTON 12 CARIBBEAN RESTAURANT,"81 5TH AVE BROOKLYN NY, 11217",Caribbean,40.680122,-73.97794
CYCLONE CAFE,"1000 SURF AVE BROOKLYN NY, 11224",American,40.57543,-73.97795
ESPERANTO RESTAURANT BAR AND JUGO,"145 AVENUE C MANHATTAN NY, 10009",Brazilian,40.725338,-73.97795
CHIPOTLE MEXICAN GRILL #2254,"185 7TH AVE BROOKLYN NY, 11215",Mexican,40.671215,-73.97797
NANA SUSHI,"511 3RD AVE MANHATTAN NY, 10016",Asian,40.74592,-73.977974
BETTOLA,"412 AMSTERDAM AVENUE MANHATTAN NY, 10024",Italian,40.783638,-73.97798
EL GALLO TAQUERIA,"214 HIGHLAWN AVE BROOKLYN NY, 11223",Mexican,40.603565,-73.97799
ZARO'S BAKERY,"89 EAST   42 STREET MANHATTAN NY, 10017",American,40.752262,-73.978
TRI TIP GRILL,"89 EAST   42 STREET MANHATTAN NY, 10017",American,40.752262,-73.978
ZARO'S BREAD BASKET,"89 EAST   42 STREET MANHATTAN NY, 10017",Bakery,40.752262,-73.978
PIZZA TOWN,"85 5 AVENUE BROOKLYN NY, 11217",Pizza/Italian,40.680023,-73.97801
SWAGAT,"411 AMSTERDAM AVENUE MANHATTAN NY, 10024",Indian,40.783558,-73.97802
NEW YORK FRIED CHICKEN & PIZZA,"2837 86TH ST BROOKLYN NY, 11223",Chicken,40.592415,-73.97806
KORNER PIZZERIA,"226 CHURCH AVENUE BROOKLYN NY, 11218",Pizza/Italian,40.643375,-73.97806
99 CENT FRESH PIZZA,"201 EAST   34 STREET MANHATTAN NY, 10016",Pizza,40.745705,-73.97806
BISTRO MARKETPLACE/LIBERTY CATERING,"125 PARK AVENUE MANHATTAN NY, 10017",Delicatessen,40.751564,-73.97807
TACOMBI FORT GREENE,"25 LAFAYETTE AVE BROOKLYN NY, 11217",Mexican,40.686844,-73.97808
THE JUICE BOX,"114 DEKALB AVE BROOKLYN NY, 11201","Juice, Smoothies, Fruit Salads",40.689808,-73.97809
WING HUA II,"223 CHURCH AVENUE BROOKLYN NY, 11218",Chinese,40.64337,-73.978096
CENTRAL MARKET NEW YORK,"23 vanderbilt avenue MANHATTAN NY, 10017",Italian,40.752785,-73.978096
MICHAEL JORDAN'S STEAK HOUSE (GRAND CENTRAL STATION),"23 vanderbilt avenue MANHATTAN NY, 10017",Steak,40.752785,-73.978096
CHIPOTLE MEXICAN GRILL,"2298 BROADWAY MANHATTAN NY, 10024",Tex-Mex,40.78637,-73.978096
BLOOMBERG CAFE,"120 PARK AVE MANHATTAN NY, 10017",American,40.75153,-73.97812
SOHO CAFE & GRILL,"215 CHURCH AVENUE BROOKLYN NY, 11218",American,40.64335,-73.97816
HUNAN DELIGHT,"752 UNION STREET BROOKLYN NY, 11215",Chinese,40.67551,-73.978165
THE GREAT BURRITO MEXICAN KITCHEN,"405 AMSTERDAM AVENUE MANHATTAN NY, 10024",Mexican,40.783344,-73.97817
FINANCIER PATISSERIE,"15 VANDERBILT AVENUE MANHATTAN NY, 10017",American,40.75267,-73.97818
THE CAMPBELL,"15 VANDERBILT AVE MANHATTAN NY, 10017",American,40.75267,-73.97818
BEVERLEY PIZZA & CAFE,"358 E 2ND ST BROOKLYN NY, 11218",Pizza,40.64249,-73.97819
CAFFE E VINO,"112 DEKALB AVENUE BROOKLYN NY, 11201",Italian,40.68981,-73.97819
PADDY REILLY'S BAR,"519 2 AVENUE MANHATTAN NY, 10016","Bottled beverages, including water, sodas, juices, etc.",40.741596,-73.97821
AMSTERDAM GOURMET,"403 A AMSTERDAM AVENUE MANHATTAN NY, 10024",Delicatessen,40.783283,-73.97822
FIVESTUY CAFE,"5 STUYVESANT OVAL MANHATTAN NY, 10009",Sandwiches,40.731388,-73.978226
SABA'S PIZZA,"403 AMSTERDAM AVE MANHATTAN NY, 10024",Pizza,40.78327,-73.978226
PAUL'S DAUGHTER,"1001 BOARDWALK BROOKLYN NY, 11224",American,40.573338,-73.97825
THE SUMMIT,"133 AVENUE C MANHATTAN NY, 10009",American,40.72493,-73.97825
IHOP,"1019 SURF AVE BROOKLYN NY, 11224",American,40.575466,-73.97826
DOLCINO TRATTORIA TOSCANA,"517 2 AVENUE MANHATTAN NY, 10016",Italian,40.74154,-73.97826
CONNOLLY'S PUB,"14 EAST   47 STREET MANHATTAN NY, 10017",Irish,40.756527,-73.97827
TOGETHER,"2325 65TH ST BROOKLYN NY, 11204",Asian,40.611935,-73.97828
DEL FRISCO'S GRILLE,"60 ROCKEFELLER PLAZA MANHATTAN NY, 10020",American,40.7593,-73.97829
KATSUHAMA 47,"11 EAST 47 STREET MANHATTAN NY, 10017",Japanese,40.75655,-73.978294
BARNES & NOBLE CAFE,"2289 BROADWAY MANHATTAN NY, 10024",Coffee/Tea,40.78611,-73.97831
PIZZERIA DI MOLA,"176 AVENUE O BROOKLYN NY, 11204",Pizza,40.610832,-73.97833
PRET A MANGER,"1350 6 AVENUE MANHATTAN NY, 10019",Sandwiches,40.762737,-73.97834
JOE & THE JUICE,"1350 AVENUE OF THE AMERICAS MANHATTAN NY, 10019","Juice, Smoothies, Fruit Salads",40.762737,-73.97834
GRILL 212,"212 WEST   80 STREET MANHATTAN NY, 10024",Jewish/Kosher,40.784042,-73.97834
KURUMAZUSHI RESTAURANT,"7 EAST   47 STREET MANHATTAN NY, 10017",Japanese,40.756573,-73.97835
CHINA MOON,"7 EAST 47 STREET MANHATTAN NY, 10017",Chinese,40.756573,-73.97835
THE FLYING COCK PUB,"497 3RD AVE MANHATTAN NY, 10016",Irish,40.745388,-73.978355
ASTRO RESTAURANT,"101 WEST   55 STREET MANHATTAN NY, 10019",American,40.763126,-73.97836
AVE D PIZZERIA,"15 AVENUE D MANHATTAN NY, 10009",Pizza,40.720493,-73.97837
GOURMET GARDEN 8,"108 DEKALB AVE BROOKLYN NY, 11201",Chinese,40.68982,-73.97838
CAFE ALICE,"5 EAST   47 STREET MANHATTAN NY, 10017",Delicatessen,40.756584,-73.97838
JOHNNY UTAHS,"25 WEST   51 STREET MANHATTAN NY, 10019",American,40.75986,-73.97838
POLPETTE 71,"71 WEST   71 STREET MANHATTAN NY, 10023",Italian,40.776352,-73.97838
LOVERBOY,"127 AVENUE C MANHATTAN NY, 10009",Pizza,40.724743,-73.978386
CONEY'S CONES,"1023 BOARDWALK W BROOKLYN NY, 11224","Ice Cream, Gelato, Yogurt, Ices",40.573322,-73.97839
DENO'S SNACK BAR/FAMIGLIA,"1025 BOARDWALK BROOKLYN NY, 11224",American,40.57332,-73.97841
ROYAL FRIED CHICKEN,"13 AVENUE D MANHATTAN NY, 10009",Chicken,40.72043,-73.97842
TAP ROOM,"180 CENTRAL PARK SOUTH MANHATTAN NY, 10019",American,40.76659,-73.97842
NYAC MAIN DINING ROOM,"180 CENTRAL PARK SOUTH MANHATTAN NY, 10019",American,40.76659,-73.97842
COCKTAIL ROOM (NYAC),"180 CENTRAL PARK SOUTH MANHATTAN NY, 10019",American,40.76659,-73.97842
ZUCKER'S BAGELS AND SMOKED FISH,"273 COLUMBUS AVE MANHATTAN NY, 10023",Bagels/Pretzels,40.777912,-73.978424
STEEPLECHASE COFFEE,"3013 FORT HAMILTON PARKWAY BROOKLYN NY, 11218",Coffee/Tea,40.64845,-73.97844
REVISION,"219 AVENUE B MANHATTAN NY, 10009",American,40.72884,-73.978455
NICE MATIN,"201 WEST   79 STREET MANHATTAN NY, 10024",American,40.783207,-73.978455
NEW CHINATOWN RESTAURANT,"13-Nov AVENUE D MANHATTAN NY, 10009",Chinese,40.720364,-73.97846
BLUE HAVEN EAST,"493 3RD AVE MANHATTAN NY, 10016",American,40.74525,-73.97846
STAGE STAR DELI,"105 WEST 55 STREET MANHATTAN NY, 10019",Delicatessen,40.76317,-73.97846
THE ROOST,"222 AVENUE B MANHATTAN NY, 10009",Coffee/Tea,40.728848,-73.97847
ROSE WATER,"787 UNION STREET BROOKLYN NY, 11215",American,40.675644,-73.97848
STARBUCKS,"1345 AVENUE OF THE AMERICAS MANHATTAN NY, 10105",Coffee/Tea,40.76258,-73.97848
THE NIPPON CLUB,"145 WEST   57 STREET MANHATTAN NY, 10019",Japanese,40.764877,-73.97849
STARBUCKS,"340 MADISON AVENUE MANHATTAN NY, 10173",Coffee/Tea,40.75388,-73.9785
A.G KITCHEN,"269 COLUMBUS AVENUE MANHATTAN NY, 10023","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.777782,-73.978516
"DUNKIN' DONUTS, BASKIN ROBBINS","578 ATLANTIC AVENUE BROOKLYN NY, 11217",Donuts,40.684464,-73.97853
MILOS CAFE,"146 WEST   57 STREET MANHATTAN NY, 10019",Coffee/Tea,40.76489,-73.978546
WATTLE CAFE,"489 3RD AVE MANHATTAN NY, 10016",American,40.74511,-73.97856
SIDO FALAFEL & MORE,"267 COLUMBUS AVE MANHATTAN NY, 10023",Mediterranean,40.777718,-73.97856
CAFE 101,"101 PARK AVENUE MANHATTAN NY, 10178",American,40.75089,-73.97857
POTBELLY SANDWICH WORKS,"100 PARK AVE MANHATTAN NY, 10017",Sandwiches/Salads/Mixed Buffet,40.750896,-73.97858
CHOP'T,"100 PARK AVENUE MANHATTAN NY, 10017",American,40.750896,-73.97858
ALICE'S TEA CUP,"102 WEST   73 STREET MANHATTAN NY, 10023",American,40.778206,-73.97858
THE THIRD MAN,"116 AVENUE C MANHATTAN NY, 10009",American,40.724415,-73.97861
EAST VILLAGE CAFE,"212 AVENUE B MANHATTAN NY, 10009",American,40.728622,-73.97864
PARK AVENUE TAVERN,"99 PARK AVENUE MANHATTAN NY, 10016",American,40.75079,-73.97864
COPPOLA'S,"206 WEST   79 STREET MANHATTAN NY, 10024",Italian,40.78327,-73.97864
EMERALD FORTUNE,"318 KINGS HWY BROOKLYN NY, 11223",Chinese,40.604996,-73.978645
EXTRA BAR CAFE,"153 AVENUE U BROOKLYN NY, 11223",Italian,40.596386,-73.97866
MACE,"649 EAST    9 STREET MANHATTAN NY, 10009",American,40.725582,-73.97866
EAT HALAL INTERNATIONAL,"574 ATLANTIC AVE BROOKLYN NY, 11217",Middle Eastern,40.68452,-73.97867
ARTE CAFE,"106 WEST   73 STREET MANHATTAN NY, 10023",Italian,40.778248,-73.97867
JAMBA JUICE,"30 ROCKEFELLER PLAZA MANHATTAN NY, 10112",American,40.758755,-73.97869
HALE & HEARTY SOUP,"30 ROCKEFELLER PLAZA MANHATTAN NY, 10112",Soups & Sandwiches,40.758755,-73.97869
AU BON PAIN,"30 ROCKEFELLER PLAZA MANHATTAN NY, 10112",Sandwiches/Salads/Mixed Buffet,40.758755,-73.97869
JACQUES TORRES CHOCOLATE,"30 ROCKEFELLER PLAZA MANHATTAN NY, 10112",American,40.758755,-73.97869
BLUE RIBBON SUSHI BAR,"30 ROCKEFELLER PLZ MANHATTAN NY, 10112",Japanese,40.758755,-73.97869
DUNKIN' DONUTS,"30 ROCKEFELLER PLAZA MANHATTAN NY, 10112",Donuts,40.758755,-73.97869
NANOOSH,"30 ROCKEFELLER PLZ MANHATTAN NY, 10112",Mediterranean,40.758755,-73.97869
LIBERTY DELI & MRS. FIELDS COOKIES,"30 ROCKEFELLER PLAZA MANHATTAN NY, 10112",Delicatessen,40.758755,-73.97869
RAINBOW ROOM,"30 ROCKEFELLER PLAZA MANHATTAN NY, 10112",American,40.758755,-73.97869
SHALEL,"65 WEST   70 STREET MANHATTAN NY, 10023",Mediterranean,40.77567,-73.97869
STICKY'S FINGER JOINT,"484 3RD AVE MANHATTAN NY, 10016",Chicken,40.744946,-73.9787
AVENUE U NEW EAGLE KITCHEN,"152 AVENUE U BROOKLYN NY, 11223",Chinese,40.596367,-73.978714
NEW YORK HILTON / BANQUET KITCHEN,"1335 AVENUE OF THE AMERICAS MANHATTAN NY, 10019",American,40.762245,-73.97872
NEW YORK HILTON MIDTOWN,"1335 AVENUE OF THE AMERICAS MANHATTAN NY, 10019",American,40.762245,-73.97872
KEZI 88,"316 KINGS HWY BROOKLYN NY, 11223",Chinese,40.605007,-73.97873
BURGER VILLAGE,"222 7TH AVE BROOKLYN NY, 11215",Hamburgers,40.670322,-73.97873
DEAF  WELLNESS & RECREATION CENTER,"1047 SURF AVE BROOKLYN NY, 11224",American,40.5755,-73.978745
SUBWAY,"572 ATLANTIC AVENUE BROOKLYN NY, 11217",American,40.684547,-73.978745
INSOMNIA COOKIES,"482 3 AVENUE MANHATTAN NY, 10016",Bakery,40.744884,-73.978745
JING FONG,"380 AMSTERDAM AVE MANHATTAN NY, 10024",Chinese,40.78258,-73.978745
ASIA EXPRESS,"493 2ND AVE MANHATTAN NY, 10016",Chinese,40.740856,-73.97875
U BO SING,"151 AVENUE U BROOKLYN NY, 11223",Chinese,40.59637,-73.978775
TWINS DUMPLING KING,"151 AVENUE U BROOKLYN NY, 11223",Chinese,40.59637,-73.978775
BAR GRANGER,"590 FULTON ST BROOKLYN NY, 11217",American,40.68804,-73.978775
BOQUERIA,"590 FULTON ST BROOKLYN NY, 11217",Spanish,40.68804,-73.978775
HEY HEY CANTEEN,"590 FULTON ST BROOKLYN NY, 11217",Asian,40.68804,-73.978775
TO BE THAI,"126 BEVERLEY ROAD BROOKLYN NY, 11218",Thai,40.64293,-73.97879
MCDONALD'S,"480 3 AVENUE MANHATTAN NY, 10016",Hamburgers,40.74482,-73.97879
BLONDIES,"212 WEST   79 STREET MANHATTAN NY, 10024",American,40.783344,-73.97881
HANKI,"226 7TH AVE BROOKLYN NY, 11215",Korean,40.670177,-73.97885
MR. FALAFEL RESTAURANT,"226 7 AVENUE BROOKLYN NY, 11215",Egyptian,40.670177,-73.97885
B-SIDE,"204 AVENUE B MANHATTAN NY, 10009",American,40.728313,-73.97886
SHELLEY'S KITCHEN,"90 PARK AVE MANHATTAN NY, 10016",American,40.750496,-73.97887
FRIENDLY'S,"125 CHURCH AVENUE BROOKLYN NY, 11218",Chinese,40.64304,-73.978874
LUCKY CHICKEN,"377 1ST AVE MANHATTAN NY, 10010",American,40.736217,-73.97888
TERESA'S GOURMET,"51 WEST   51 STREET MANHATTAN NY, 10019",American,40.76007,-73.97888
PARISH,"223 7TH AVE BROOKLYN NY, 11215",American,40.67011,-73.97889
LA PALINA RESTAURANT,"159 AVENUE O BROOKLYN NY, 11204",Italian,40.61078,-73.9789
MITI MITI TAPERIA,"138 5TH AVE BROOKLYN NY, 11217",Spanish,40.678734,-73.9789
FRANCESCA LA VELA CUCINA,"373 AMSTERDAM AVENUE MANHATTAN NY, 10024",Italian,40.78235,-73.978905
CHOCOLATERIA,"228 7TH AVE BROOKLYN NY, 11215",Coffee/Tea,40.670105,-73.97891
DENNY'S PUB,"106 BEVERLY ROAD BROOKLYN NY, 11218",American,40.642952,-73.97892
SOTTO VOCE RESTAURANT,"225 7 AVENUE BROOKLYN NY, 11215",Italian,40.670055,-73.978935
TERIYAKI BURRITO HOUSE,"96 DEKALB AVE BROOKLYN NY, 11201",Asian,40.68984,-73.97894
ESTIATORIO MILOS,"125 WEST   55 STREET MANHATTAN NY, 10019",Seafood,40.763374,-73.97895
FAST FOOD A,"42 4TH AVE BROOKLYN NY, 11217",Turkish,40.683445,-73.97896
CHRISTIE'S,"20 ROCKEFELLER PLAZA MANHATTAN NY, 10020",American,40.75839,-73.97896
DIZZY'S RESTAURANT,"511 9 STREET BROOKLYN NY, 11215",American,40.66564,-73.97899
BLAKE & TODD,"7 WEST   47 STREET MANHATTAN NY, 10036",Delicatessen,40.75684,-73.97899
CORNER CAFE,"2 DITMAS AVE BROOKLYN NY, 11218",Jewish/Kosher,40.635445,-73.97903
LOIS BAR,"98 AVENUE C MANHATTAN NY, 10009",American,40.723827,-73.979034
ELLA KITCHEN AND BAR,"249 COLUMBUS AVE MANHATTAN NY, 10023",Mediterranean,40.77707,-73.979034
ITALIA PIZZA,"307 KINGS HIGHWAY BROOKLYN NY, 11223",Pizza,40.60506,-73.97904
FRANK'S TRATTORIA,"371 1 AVENUE MANHATTAN NY, 10010",Pizza/Italian,40.73594,-73.97908
ROSSINI'S,"108 EAST   38 STREET MANHATTAN NY, 10016",Italian,40.749416,-73.97908
ABC BEER CO.,"96 AVENUE C MANHATTAN NY, 10009",Sandwiches,40.72376,-73.97909
FISHTAG,"222 WEST 79 STREET MANHATTAN NY, 10024",American,40.783466,-73.9791
EL SANCHO MEXICAN TORTERIA,"142 AVENUE U BROOKLYN NY, 11223",Mexican,40.596325,-73.97911
NO PORK HALAL KITCHEN,"50 4TH AVE BROOKLYN NY, 11217",Chinese,40.683178,-73.97914
BOBWHITE COUNTER.,"94 AVENUE C MANHATTAN NY, 10009",Soul Food,40.72369,-73.97914
MORTON'S THE STEAKHOUSE,"5 EAST   45 STREET MANHATTAN NY, 10017",American,40.75527,-73.97914
NEW TASTE OF CHINA,"2793 86TH ST BROOKLYN NY, 11223",Chinese,40.59305,-73.97915
"DUNKIN' DONUTS, BASKIN ROBBINS","476 2 AVENUE MANHATTAN NY, 10016",Donuts,40.740284,-73.97915
BRANCACCIO'S FOOD SHOP,"3011 FORT HAMILTON PARKWAY BROOKLYN NY, 11218",Sandwiches,40.648148,-73.97918
DOMINO'S,"464 3RD AVE MANHATTAN NY, 10016",Pizza,40.74428,-73.97919
THE COTTAGE,"360 AMSTERDAM AVENUE MANHATTAN NY, 10024",Chinese,40.78195,-73.97921
WILD,"148 5TH AVE BROOKLYN NY, 11217",Italian,40.678265,-73.97922
BOGOTA LATIN BISTRO,"141 5 AVENUE BROOKLYN NY, 11217","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.67822,-73.97923
HEDGEHOG,"240 7TH AVE BROOKLYN NY, 11215",Coffee/Tea,40.6697,-73.97925
BARNES & NOBLE CAFE,"555 5 AVENUE MANHATTAN NY, 10017",Coffee/Tea,40.75572,-73.97925
RHYTHM & BOOZE,"1674 10 AVENUE BROOKLYN NY, 11215",American,40.65778,-73.97926
DEAN & DELUCA,"156 WEST   56 STREET MANHATTAN NY, 10019",Coffee/Tea,40.764313,-73.97928
THE CARNEGIE CIGAR CLUB AND LOUNGE,"156 WEST   56 STREET MANHATTAN NY, 10019",American,40.764313,-73.97928
BOUCHON BAKERY ROCKEFELLER,"1 ROCKEFELLER PLAZA MANHATTAN NY, 10020",American,40.75786,-73.979324
BY CHLOE (ROCEFELLER PLAZA),"1 ROCKEFELLER PLZ MANHATTAN NY, 10020",Vegetarian,40.75786,-73.979324
RADHUNI SWEETS & RESTAURANT,"483 MCDONALD AVE BROOKLYN NY, 11218",Bangladeshi,40.64227,-73.97933
Y CAFE,"182 AVENUE B MANHATTAN NY, 10009",Asian,40.72767,-73.97933
BOBO'S SMOOTHIES,"244 7TH AVE BROOKLYN NY, 11215","Juice, Smoothies, Fruit Salads",40.669586,-73.97935
KHABAR GHOR,"473 MCDONALD AVE BROOKLYN NY, 11218",Bangladeshi,40.642475,-73.97938
Khabar Ghar,"473 MCDONALD AVE BROOKLYN NY, 11218",Indian,40.642475,-73.97938
VSPOT,"156 5 AVENUE BROOKLYN NY, 11217",Vegetarian,40.67803,-73.97938
DJERDAN,"2283 65 STREET BROOKLYN NY, 11204",Mediterranean,40.612617,-73.979385
GHOROA SWEETS & RESTAURANT,"478 MCDONALD AVENUE BROOKLYN NY, 11218",Bangladeshi,40.6425,-73.97939
OTTO'S SHRUNKEN HEAD,"538 EAST   14 STREET MANHATTAN NY, 10009",American,40.73003,-73.97939
KIKU ASIAN BISTRO,"2 LINCOLN PL BROOKLYN NY, 11217",Asian,40.677597,-73.9794
PARM,"235 COLUMBUS AVE MANHATTAN NY, 10023",American,40.77656,-73.9794
Nargis Bar and Grill,"155 5TH AVE BROOKLYN NY, 11217",Asian,40.677933,-73.97942
BETWEEN THE BREAD,"145 WEST   55 STREET MANHATTAN NY, 10019",American,40.763577,-73.97944
LEVAIN BAKERY,"351 AMSTERDAM AVE MANHATTAN NY, 10024",Bakery,40.781593,-73.979454
DOUGH BOYS PIZZA,"451 3RD AVE MANHATTAN NY, 10016",Pizza,40.743874,-73.97947
CASK BAR & KITCHEN,"167 EAST   33 STREET MANHATTAN NY, 10016",American,40.74543,-73.97948
ELEVEN B,"174 AVENUE B MANHATTAN NY, 10009",Pizza,40.727425,-73.97951
"DUNKIN' DONUTS, BASKIN ROBBINS","140 EAST   34 STREET MANHATTAN NY, 10016",Donuts,40.746307,-73.979515
KOSHER DELUXE,"10 WEST   46 STREET MANHATTAN NY, 10036",Jewish/Kosher,40.756233,-73.979515
LE PAIN QUOTIDIEN,"922 7 AVENUE MANHATTAN NY, 10019",Sandwiches,40.766254,-73.979515
JUST SALAD,"252 7TH AVE BROOKLYN NY, 11215",Salads,40.669365,-73.97953
POMODORO RISTORANTE,"229 COLUMBUS AVENUE MANHATTAN NY, 10023",Italian,40.776386,-73.97953
MOONSTRUCK EAST,"449 THIRD AVENUE MANHATTAN NY, 10016",American,40.743774,-73.97954
TAL BAGELS,"357 1ST AVE MANHATTAN NY, 10010",Bagels/Pretzels,40.73543,-73.979546
DESI GALLI,"172 AVENUE B MANHATTAN NY, 10009",Indian,40.72736,-73.97955
V {iv} Thai Restaurant & Bar,"138 EAST   34 STREET MANHATTAN NY, 10016",Thai,40.746326,-73.97955
NEW CHINA WOK,"57 4TH AVE BROOKLYN NY, 11217",Chinese,40.682537,-73.97956
CANTEEN,"57 4 AVENUE BROOKLYN NY, 11217",American,40.682537,-73.97956
LE PARISIEN,"163 EAST   33 STREET MANHATTAN NY, 10016",French,40.74547,-73.97957
EROS AUTHENTIC GREEK CUISINE,"447 3RD AVE MANHATTAN NY, 10016",Greek,40.743717,-73.97958
KINGS BEER HALL - THE KBH,"84 SAINT MARKS PL BROOKLYN NY, 11217",German,40.68168,-73.97959
CHOP'T,"345 AMSTERDAM AVE MANHATTAN NY, 10024",Salads,40.7814,-73.97959
KABIR'S BAKERY,"97 CHURCH AVE BROOKLYN NY, 11218",Bangladeshi,40.64274,-73.9796
JUICE PRESS @EQUINOX,"344 AMSTERDAM AVE MANHATTAN NY, 10024","Juice, Smoothies, Fruit Salads",40.781406,-73.97961
SMASHBURGER,"80 DEKALB AVE BROOKLYN NY, 11201",American,40.689865,-73.97963
SUNNY'S BAGELS,"80 DEKALB AVENUE BROOKLYN NY, 11201",Bagels/Pretzels,40.689865,-73.97963
MAYA TAQUERIA,"168 5TH AVE BROOKLYN NY, 11217",Mexican,40.67763,-73.97964
MIDDLE BRANCH,"154 EAST   33 STREET MANHATTAN NY, 10016",American,40.745487,-73.97964
THE MUFFIN CAFE,"222 COLUMBUS AVENUE MANHATTAN NY, 10023",Coffee/Tea,40.776264,-73.97964
HUMMUS KITCHEN,"444 3RD AVE MANHATTAN NY, 10016",Jewish/Kosher,40.74365,-73.979645
BOSS FOOD,"2896 W 12TH STREET BROOKLYN NY, 11224",Russian,40.577415,-73.97967
EMPORIUM BRASIL RESTAURANT,"15 WEST   46 STREET MANHATTAN NY, 10036",Brazilian,40.75631,-73.97967
RUBY'S CAFE,"442 3RD AVE MANHATTAN NY, 10016",Australian,40.743584,-73.97969
LAVELLUTATA NYC,"172 5TH AVE BROOKLYN NY, 11217",Italian,40.677525,-73.97971
AZUSA OF JAPAN,"3 EAST   44 STREET MANHATTAN NY, 10017",Japanese,40.754696,-73.97971
CARL'S JR,"1201 SURF AVE BROOKLYN NY, 11224",American,40.575546,-73.97972
SMORGAS CHEF AT SCANDINAVIA HOUSE,"58 PARK AVENUE MANHATTAN NY, 10016",Scandinavian,40.7493,-73.97974
BANGKOK 2 THAI,"349 1 AVENUE MANHATTAN NY, 10010",Thai,40.73516,-73.979744
LOCAL LEAF,"440 3RD AVE MANHATTAN NY, 10016",American,40.74352,-73.979744
AMSTERDAM ALE HOUSE,"340 AMSTERDAM AVENUE MANHATTAN NY, 10024",American,40.781216,-73.979744
ABDULLAH HALAL CHINESE,"93 CHURCH AVE BROOKLYN NY, 11218",Bangladeshi,40.642673,-73.97975
THE CHERRY TREE BAR/ SOUTH BROOKLYN PIZZA,"65 4 AVENUE BROOKLYN NY, 11217",American,40.68226,-73.97975
FOURTH AVENUE PUB,"76 4 AVENUE BROOKLYN NY, 11217",American,40.682262,-73.97977
CAFE SPACES,"41 FLATBUSH AVE BROOKLYN NY, 11217",Other,40.68727,-73.979774
THE DOUGHNUT PROJECT,"912 7TH AVE MANHATTAN NY, 10019",Donuts,40.765896,-73.979774
RADIANCE TEA HOUSE & BOOKS,"158 WEST   55 STREET MANHATTAN NY, 10019",Asian,40.763714,-73.97978
WHITE CASTLE,"1205 BOARDWALK WEST BROOKLYN NY, 11224",American,40.57317,-73.97979
I  LOVE DIM SUM,"123 AVENUE U BROOKLYN NY, 11223",Chinese,40.59626,-73.97979
DREAM BABY,"162 AVE B MANHATTAN NY, 10009",American,40.727043,-73.97979
NOBI SUSHI,"437 3 AVENUE MANHATTAN NY, 10016",Japanese,40.743427,-73.97979
